ts,city,state,event,year,year_mon,ymd,yw,department
2015-07-24 19:23:00,Hollywood,Florida,"PRELIM INFO FROM FAA OPS: HOLLYWOOD, FL/UAS/7-24 1932E/CIRRUS SR22, REPORTED PASSING A UAS, UNKNOWN TYPE, AT 500 FEET WHILE ON 1 MILE FINAL RUNWAY 28R HOLLYWOOD.  LEOS NOTIFICATION UNKNOWN. ",2015,201507,2015-07-24,201530,NA
2015-07-24 20:45:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LAX/UAS INCIDENT/1345P/LAX ATCT ADVISED JET BLUE 323, A321, REPORTED A UAS AT 1,000 FEET 4 E LAX. EVASIVE ACTION UNKN. NOT REPORTED IF LEO NOTIFIED. 

MOR Alert for LAX
Number: LAX-M-2015/07/24-0003
Type: Other
Date/Time: Jul 24, 2015 - 2045Z
A/C: JBU323 (A321)

Summary: DRONE REPORT, JBU323 (A321) REPORTED @ 1,000 FEET, 4 MILE FINAL, 1/2 MILE SOUTH OF FINAL FOR RY25L.",2015,201507,2015-07-24,201530,NOT REPORTED IF LEO NOTIFIED
2015-07-24 23:32:00,Hollywood,Florida,"PRELIM INFO FROM FAA OPS: HOLLYWOOD, FL/UAS INCIDENT/1941E/NORTH PERRY ATCT ADVISED CIRRUS SR22, REPORTED PASSING A UAS, TYPE UNKN, WHILE ON 1 MILE FINAL RUNWAY 28R AT 500 FEET. NO EVASIVE ACTION TAKEN. HOLLYWOOD PD NOTIFIED. 




MOR Alert for HWO
Number: HWO-M-2015/07/24-0001
Type: 
Date/Time: Jul 24, 2015 - 2332Z
A/C: (SR22)

Summary: PILOT REPORTED PASSING A DRONE ON HIS RIGHT SIDE, AT 500 FEET, ONE MILE FINAL TO RUNWAY 28R (HWO).",2015,201507,2015-07-24,201530,HOLLYWOOD PD NOTIFIED
2015-07-25 00:00:00,Fort Worth,Texas,"Reference eon page U00035:
On July 25, 2015, COOK CHILDREN HOSPITAL pilot tried to call attention to the drone operator from the top of the west side of the parking garage overlooking Thistle Hill. The drone operator ignored his requests, turned his back and looked down at his screen. At this time the drone flew from the east side of Thistle Hill to about over the Thistle Hill sidewalk and elevation varied from about 50' to 100 feet above the elevated west helipad at Cook Childrens. This prevented us from taking off and getting back in to service and taking our next call. This also could have been much worse had we arrived and hour later and arrived when the drone was flying as we may not have seen the drone upon landing at Cook Childrens Medical Center perhaps creating an in air collision with the drone. Had we not seen the drone prior to take off the same situation could have occurred creating an in air collision with the drone as our usual departure is to the west. The security officer at Cook Children could see from the elevator that we were having some sort of issue. Normally the pilot does not leave raised helipad area to yell and wave arms over the side of the parking garage. She came over to assist and she could not get the drone operators attention either. She used her radio to have another officer drive over to tell the drone operator to land. I requested that she ask the officer to get his identification. The operator refused to produce any identification citing he does this for a living and he was hired by the historical society to take pictures of Thistle Hill. He is more than 5 miles from and airport and under 400 feet. He is well within his rights and does not have to show any one anything. The security officer on the ground got pictures of the respective vehicles the operator of the drone and historical society persons left in.

For this event, law enforcement had not been notified.
",2015,201507,2015-07-25,201530,NA
2015-07-25 00:10:00,Youngstown,Ohio,"PRELIM INFO FROM FAA OPS: YOUNGSTOWN/WARREN, OH/UAS INCIDENT/1210E/YOUNGSTOWN APPROACH ADVISED CESSNA C172, HEADING EAST BOUND, REPORTED A POSSIBLE NMAC WITH A WHITE, 2 FEET IN DIMEMETER UAS WITH 4 PROPELLERS AT 3,500 FEET 10 SSW YOUNGSTOWN. PILOT REPORTED UAS CAME WITHIN 100 FEET OF ACFT. NO EVASIVE ACTIONS TAKEN. AUSTIN PD AND YOUNGSTOWN PD NOTIFIED. ",2015,201507,2015-07-25,201530,AUSTIN PD AND YOUNGSTOWN PD NOTIFIED
2015-07-25 02:50:00,Los Angeles,California,"









MOR Alert for SCT
Number: SCT-M-2015/07/25-0005
Type: Other
Date/Time: Jul 25, 2015 - 0250Z
A/C: (CRUZ)

Summary: A/C was an overflight destined to KSEE southeast bound direct SLI VOR at 9,000'. The pilot reported a white fast maneuvering drone large in size at 8,000' northeast of KLAX final. The located report was approximately around LAX R-070/8.00. 
",2015,201507,2015-07-25,201530,NA
2015-07-25 13:50:00,Palo Alto,California,"PRELIM INFO FROM FAA OPS: PALO ALTO, CA/UAS INCIDENT/1350P/PALO ALTO ATCT ADVISED CESSNA C152, REPORTED A BLACK AND GREEN UAS HOVERING OVER THE DRIVING RANGE AT 1,000 FEET .25 S PALO ALTO ARPT. NO EVASIVE ACTION TAKEN. PALO ALTO PD NOTIFIED.",2015,201507,2015-07-25,201530,PALO ALTO PD NOTIFIED
2015-07-25 19:50:00,Los Angeles,California,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1950P/SOCAL TRACON ADVISED EXPERIMENTAL SPORTCRUISER, AT 9,000 FEET REPORTED A LARGE, WHITE FAST MANEUVERING UAS AT 8,000 FEET 8 ENE LAX WHILE SOUTHWEST BOUND. NO EVASIVE ACTION TAKEN. LAPD NOTIFIED ",2015,201507,2015-07-25,201530,LAPD NOTIFIED
2015-07-25 23:19:59,San Diego,California,"









MOR Alert for MYF
Number: MYF-M-2015/07/25-0002
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jul 25, 2015 - 2320Z
A/C: CORP 4 (HELO)

Summary: Corporate 4 reported a red & white R/C plane w/approx 4 foot wingspan approximately 100 feet above and 1/2 mile horizontal distance from the helicopter (mode C was 1600 MSL) over an R/C airstrip.
",2015,201507,2015-07-25,201530,NA
2015-07-26 02:55:00,Buffalo,New York,"PRELIM INFO FROM FAA OPS: NIAGARA FALLS, NY/UAS INCIDENT/2252E/BUFFALO APCH ADVISED ANG KING64, C130, REPORTED A UAS, UNKNOWN TYPE, AT 2,000 FEET 5 ESE NIAGARA FALLS WHILE WESTBOUND. EVASIVE ACTION TAKEN. ERIE COUNTY SHERIFF NOTIFIED 

MOR Alert for IAG
Number: IAG-M-2015/07/25-0001
Type: Other
Date/Time: Jul 25, 2015 - 0255Z
A/C: KING64 (C130)

Summary: KING64, C130, ON APPROXIMATELY A FIVE MILE FINAL FOR RUNWAY 28R REPORTED A DRONE AT 800 FEET AGL, THAT REQUIRED HIM TO TAKE EVASSIVE ACTION TO AVOID A COLLISION. PILOT HAD REQUESTED AN APPROACH WITH RUNWAY LIGHTS OFF WHILE OPERATING ON NIGHT VISION. AFTER LANDING, THE PILOT REPORTED A BALL OF LIGHT COMING DIRECTLY FOR THE AIRCRAFT THAT REQUIRED HIM TO PULL UP AND LEFT. THE DRONE PASSED UNDERNEATH. PILOT DID NOT KNOW TYPE OR SPECIFICS ON DRONE. FLIGHT RESUMED NORMALLY, NO FURTHER ASSISTANCE REQUIRED.




MOR Alert for BUF
Number: BUF-M-2015/07/25-0001
Type: Other
Date/Time: Jul 26, 2015 - 0255Z
A/C: KING64 (C130)

Summary: KING64 REPORTED A DRONE WHILE ON A TACTICAL APPROACH INTO KIAG. DRONE WAS REPORTED AT 800 FT NEAR KATHI, APPROXIMATELY 4 MILES EAST-SOUTHEAST OF KIAG. KING64 WAS AT ABOUT 1500 FT MSL WHEN THE AIRCRAFT WAS NEAR KATHI. IF THE DRONE WAS 800 FT AGL, IT IS POSSIBLE THAT THEY WERE AT ROUGHLY THE SAME ALTITUDE. KING64 WAS ON KIAG TOWER FREQUENCY AT THE TIME, AND KIAG TOWER REPORTED TO BUF APCH THAT KING64 HAD TO TAKE EVASIVE ACTION FOR THE DRONE. DEN, ROC, AND ERIE COUNTY SHERIFF NOTIFIED BY BUF APCH. KIAG TOWER INFORMED US THAT THEY HAD ALSO INFORMED THE DEN, NIAGARA COUNTY SHERIFF, AND THE NFTA POLICE. KIAG ALSO SUBMITTED THEIR OWN MOR.
",2015,201507,2015-07-26,201530,ERIE COUNTY SHERIFF NOTIFIED
2015-07-26 09:49:59,Miami,Florida,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/0950E/MIAMI TRACON REPORTED ARGENTINA REGISTERED AEROLINEAS 1303, A330, OBSERVED A PURPLISH UAS AT 1,300 FEET DEPARTURE END RUNWAY 27 MIA. NO EVASIVE ACTION TAKEN. MIAMI-DADE SHERIFF'S DEPT NOTIFIED. ",2015,201507,2015-07-26,201530,MIAMI-DADE SHERIFF'S DEPT NOTIFIED
2015-07-26 13:50:00,Miami,Florida,"










MOR Alert for MIA
Number: MIA-M-2015/07/26-0005
Type: Other
Date/Time: Jul 26, 2015 - 1350Z
A/C: ARG1303 (A332)

Summary: DRONE EVENT; ARG1303 DEPARTED RY27 AND UPON CHECKING IN WITH THE DEPARTURE CONTROLLER, APPROXIMATELY 1 MILE WEST OF MIA, ADVISED THEY SIGHTED A DRONE JUST ABOVE THEM ESTIMATED AT 1,600'. PILOT REPORTED IT WAS PURPLE IN COLOR WITH PROPS ON TOP. DEN/ROC, MDAD & METRO POLICE ALL NOTIFIED.
",2015,201507,2015-07-26,201530,"DEN/ROC, MDAD & METRO POLICE ALL NOTIFIED"
2015-07-26 16:30:00,Denton,Texas,"PRELIM INFO FROM FAA OPS: DENTON, TX/UAS INCIDENT/7-26 1130C/CESSNA C172, REPORTED AN UNIDENTIFIED TYPE UAS STATIONARY AT 1,900 FEET 1.8 SW DENTON. EVASIVE ACTION TAKEN UNKN. LEOS NOTIFICATION UNKN


MOR Alert for DTO
Number: DTO-M-2015/07/26-0001
Type: 
Date/Time: Jul 26, 2015 - 1630Z
A/C: (C172)

Summary: C172 REPORTED A DRONE 1.8 NM SW OF DTO AT 1900 MSL. THE DRONE WAS 3/4 OF A MILE FROM THE A/C AND STATIONARY. THE A/C IS A U.S. AVIATION ACADEMY AIRCRAFT.",2015,201507,2015-07-26,201530,NA
2015-07-26 17:08:00,Denver,Colorado,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS/1708M/DENVER ATCT ADVISED AN UNKN TYPE OF UAS IN THE VICINITY OF DEN AIRPORT.  DENVER PD WITNESSED AND REPORTED THE UAS TO DENVER TOWER.  DENVER PD ",2015,201507,2015-07-26,201530,NA
2015-07-26 18:24:59,Dallas,Texas,"









MOR Alert for D10
Number: D10-M-2015/07/26-0003
Type: Other
Date/Time: Jul 26, 2015 - 1825Z
A/C: KLM669 (A332)

Summary: DRONE SIGHTING - 12 MILES NORTH OF ADS - PILOT REPORTED A FOOTBALL SIZE DRONE AT 6100 FEET IN THE DFW BRAVO AIRSPACE. 
",2015,201507,2015-07-26,201530,NA
2015-07-26 20:32:00,Denver,Colorado,"PRELIM INFO FROM FAA OPS: DENVER,CO/UAS INCIDENT/1452M/DENVER ATCT REPORTED SKYWEST 5320, CRJ2, OBSERVED A SMALL WHITE UAS AT 7,000 FEET ON 7 MILE FINAL DEN. ADAMS COUNTY SHERIFF'S DEPT NOTIFIED 


MOR Alert for DEN
Number: DEN-M-2015/07/26-0001
Type: Other
Date/Time: Jul 26, 2015 - 2032Z
A/C: SKW5320 (CRJ2)

Summary: PILOT REPORTED A SMALL WHITE DRONE ON 7 MILE FINAL RY 16L AT 7000 FT. FLM CONTACTED ADAMS COUNTY SHERIFF AND CCD. ROC AND DEN ALSO NOTIFIED.",2015,201507,2015-07-26,201530,ADAMS COUNTY SHERIFF'S DEPT NOTIFIED
2015-07-26 21:24:59,Upland,California,"









MOR Alert for SCT
Number: SCT-M-2015/07/26-0002
Type: Other
Date/Time: Jul 26, 2015 - 2125Z
A/C: (C182)

Summary: C182 REPORTED A DRONE. THE DRONE APPEARED TO BE ABOUT 1000 FEET BELOW HIM WESTBOUND. HE WAS UNABLE TO GIVE ANY DESCRIPTION OF THE DRONE. 
",2015,201507,2015-07-26,201530,NA
2015-07-27 01:31:00,San Francisco,California,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS/1831P/SFO COMMUNICATIONS CENTER REPORTED AN UNKN TYPE UAS OPERATING AT 2,000 FEET 4 NW SFO.  NO EVASIVE ACTION REPORTED.  LEO NOTIFICATION UNKN.  



MOR Alert for SFO
Number: SFO-M-2015/07/27-0001
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jul 27, 2015 - 0131Z
A/C: 

Summary: SFO Comm Center ntfd the tower of an anonymous call reporting a drone operating at 2000 feet, 4 miles NW of the airport.",2015,201507,2015-07-27,201531,NA
2015-07-27 15:33:00,New York,New York,"PRELIM INFO FROM FAA OPS: LGA/UAS INCIDENT/1140E/NEW YORK TRACON REPORTED DASSAULT F2TH, SOUTHBOUND AT 12,000 FEET REPORTED A UAS (NO DESCRIPTION PROVIDED) NORTHBOUND AT 11,800 FEET 6 SW LGA.  NO EVASIVE ACTION TAKEN. NY PD NOTIFIED.



MOR Alert for N90
Number: N90-M-2015/07/27-0001
Type: Other
Date/Time: Jul 27, 2015 - 1533Z
A/C: (F2TH)

Summary: F2TH, REPORTS A DRONE APPROX 6 SW LGA AT 11800 FEET. N37MD WAS SOUTHBOUND CLIMBING TO 12000 FEET AND THE DRONE WAS MOVING TOWARD THE NORTH. DEN, ROC AND FBI ADVISED. ",2015,201507,2015-07-27,201531,NY PD NOTIFIED
2015-07-27 20:45:00,Renton,Washington,"PRELIM INFO FROM FAA OPS:RENTON, VA/UAS INCIDENT/1700E/RENTON ATCT REPORTED A PILOT 2 SOUTH OF ARPT, OBSERVED A BLACK QUADCOPTER TYPE UAS AT 200 FEET LOCATED NEAR RUNWAY 34. TOWER PERSONNEL WERE ABLE TO OBSERVE UAS. RENTON POLICE DEPT NOTIFIED 


CORRECTION (LOCATION) INFO FROM FAA OPS:RENTON, WA/UAS INCIDENT/1700E/RENTON ATCT REPORTED A PILOT 2 SOUTH OF ARPT, OBSERVED A BLACK QUADCOPTER TYPE UAS AT 200 FEET LOCATED NEAR RUNWAY 34. TOWER PERSONNEL WERE ABLE TO OBSERVE UAS. RENTON POLICE DEPT NOTIFIED 








MOR Alert for RNT
Number: RNT-M-2015/07/27-0001
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jul 27, 2015 - 2045Z
A/C: NONE (N/A)

Summary: A RAINIER FLIGHT SERVICE INSTRUCTOR PILOT OFF AIRPORT REPORTED UAV/UAS, SMALL, BLACK QUADCOPTER ORBITING NEAR THE APPROACH END OF RUNWAY 34 AT APPROXIMATELY 200 FEET AGL. THE UAV/UAS WAS OBSERVED BY THE CONTROL TOWER AS WELL AND SINCE IT IS APPARENTLY OFF OF THE AIRPORT PROPER, THE RENTON POLICE DEPARTMENT NON-EMERGENCY DISPATCH WAS NOTIFIED IN ATTEMPT TO LOCATE THE OPERATOR. RUNWAY 34 IS IN USE AND AIRCRAFT HAVE BEEN OPERATING WITHIN THE REPORTED AREA WITH ADVISORIES GIVEN. 




",2015,201507,2015-07-27,201531,RENTON POLICE DEPT NOTIFIED
2015-07-28 14:16:59,Riverside,California,"PRELIM INFO FROM FAA OPS: RIVERSIDE, CA/UAS INCIDENT/1417P/RIVERSIDE ATCT ADVISED VFR  ROBINSON R22, TRANSITING SOUTH OF THE ARPT FROM WEST TO EAST REPORTED TAKING EVASIVE ACTIONS TO AVOID A WHITE SINGLE WING UAS AT 1,500 FEET 4 S RIVERSIDE VOR. NO NMAC REPORTED. NO LEO NOTIFIED DUE TO INCIDENT HAPPENED OVER A MOUNTAINOUS AREA. ",2015,201507,2015-07-28,201531,LEO NOT NOTIFIED
2015-07-28 15:59:59,Grayling,Michigan,"PRELIM INFO FROM FAA OPS:  GRAYLING, MI/UAS INCIDENT/1100C/MINNEAPOLIS ARTCC ADVISED PIPER P28A, REPORTED A BIG BLACK UAS ABOVE AND BEHIND ACFT AT 8,000 FEET 5 SW GRAYLING. NO EVASIVE ACTION REPORTED.  CRAWFORD COUNTY SHERIFF NOTIFIED.


MOR Alert for ZMP
Number: ZMP-M-2015/07/28-0003
Type: 
Date/Time: Jul 28, 2015 - 1600Z
A/C: (P28)

Summary: ACFT REPORTED A LARGE BLACK DRONE FLYING IN THE AREA (5 SW GOV) A/C WAS AT 8000', IT WAS ABOVE AND BEHIND HIM. CALLED CRAWFORD CO. POLICE  AND REPORTED TO THE DEN. CALLED GOV TWR THEY SAID THEY HAVE HEAVY C130 TRAFFIC IN THE AREA.",2015,201507,2015-07-28,201531,CRAWFORD COUNTY SHERIFF NOTIFIED
2015-07-29 10:57:59,Seattle,Washington,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1058P/SEATTLE APCH REPORTED TALON 20, HAWKER BEECHCRAFT HA4T, ENCOUNTERED A DARK QUAD COPTER UAS WITHIN 1,000 FEET TO THE LEFT WHILE AT 2,500 FEET 4 NW BOEING FILED/KING COUNTY INTL ARPT. NO EVASIVE ACTION REPORTED. SEATTLE PD 911 NOTIFIED. ",2015,201507,2015-07-29,201531,SEATTLE PD 911 NOTIFIED
2015-07-29 14:15:00,Miami,Florida,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1415E/MIAMI EXECUTIVE ATCT ADVISED CESSNA C172, REPORTED A RED MODEL UAS OPERATING AT 1,000 FEET 5 SW MIAMI EXECUTIVE. ACFT DEVIATED TO AVOID UAS. MIAMI-DADE PD NOTIFIED. ",2015,201507,2015-07-29,201531,MIAMI-DADE PD NOTIFIED
2015-07-29 15:49:59,Eagle Lake,Texas,"PRELIM INFO FROM FAA OPS: EAGLE LAKE, TX/UAS INCIDENT/1550C/HOUSTON ARTCC REPORTED CESSNA C177, ENCOUNTERED A 2 FT LONG UAS WHILE HEADING W AT 4,500 FEET 17 S EAGLE LAKE ARPT. NO EVASIVE ACTION REPORTED. WHARTON PD NOTIFIED. ",2015,201507,2015-07-29,201531,WHARTON PD NOTIFIED
2015-07-29 18:04:00,Seattle,Washington,"









MOR Alert for S46
Number: S46-M-2015/07/29-0001
Type: A/C operated at Altitude/Route/Speed other than expected/intended (Includes TCAS RA - No Loss/spillout)
Date/Time: Jul 29, 2015 - 1804Z
A/C: TFF20 (HA4T), UNKN (UNKN)

Summary: TFF20 DEPARTING BFI REPORTED A DRONE 1000' OFF THEIR LEFT SIDE AT 2500'. DRONE REPORTED AS A QUAD STYLE AND DARK IN COLOR. LOCAL LAW ENFORCEMENT NOTIFIED (SEATTLE POLICE). 
",2015,201507,2015-07-29,201531,LOCAL LAW ENFORCEMENT NOTIFIED
2015-07-29 20:45:00,Houston,Texas,"









MOR Alert for ZHU
Number: ZHU-M-2015/07/29-0002
Type: 
Date/Time: Jul 29, 2015 - 2045Z
A/C: (C177/T)

Summary: C177 REPORTED A NEAR MISS WITH A 2 FOOT STATIONARY DRONE AT 4,500FT OVER THE ELA201/017.
",2015,201507,2015-07-29,201531,NA
2015-07-29 22:38:00,Las Vegas,Nevada,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS/2238P/LAS VEGAS ATCT ADVISED MAVERICK 30, EUROCOPTER EC130, REPORTED AN UNKN TYPE UAS 200 FEET BELOW THE COCKPIT WHILE NORTHBOUND AT 3,000 FEET 4 NNW LAS VEGAS ARPT. NO EVASIVE ACTION TAKEN.  LAS VEGAS METRO PD NOTIFIED ",2015,201507,2015-07-29,201531,LAS VEGAS METRO PD NOTIFIED
2015-07-30 04:54:59,Ogden,Utah,"








MOR Alert for SLC
Number: SLC-M-2015/07/29-0006
Type: 
Date/Time: Jul 29, 2015 - 0455Z
A/C (C182)

Summary: PILOT CALLED ON FREQUENCY TO REPORT REMOTE CONTROL AIRPLANES IN THE VICINITY OF OGDEN AIRPORT. OGDEN TOWER CLOSED AT THE TIME OF THE REPORT. NO FURTHER ACTION TAKEN.
",2015,201507,2015-07-30,201531,NA
2015-07-31 16:52:00,New York,New York,"PRELIM INFO FROM FAA OPS: JFK/UAS INCIDENT/1652E/JFK ATCT ADVISED DELTA 407, MD88, MCO - JFK, OBSERVED A UAS 100 FEET BELOW ACFT OFF RIGHT WING AT 1,700 FEET, WHILE HEADING NE ON FINAL APCH RUNWAY 13L JFK. NO EVASIVE ACTION TAKEN. NYPD HELICOPTER UNIT NOTIFIED VIA RADIO FREQUENCY. ",2015,201507,2015-07-31,201531,NYPD HELICOPTER UNIT NOTIFIED
2015-07-31 18:24:00,New York,New York,"PRELIM INFO FROM FAA OPS: JF KENNEDY ARPT, NY/UAS INCIDENT/1452E/JET BLUE 1834, A320, PORT AU PRINCE, HAITI - JFK, ENCOUNTERED A DARK 4 BLADED UAS AT 800-900 FEET VCNTY JFK. NO EVASIVE ACTION REPORTED. UNKN IF LEOS NOTIFIED. 


MOR Alert for JFK
Number: JFK-M-2015/07/31-0002
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Jul 31, 2015 - 1824Z
A/C: JBU1834 (A320)

Summary: PILOT OF JBU11834 A320 REPORTED A 4 BLADE SQUARE DRONE @ 800-900FT, DRONE COLOR WAS DISCRIBED AS DARK & HOVERING. 








",2015,201507,2015-07-31,201531,UNKN IF LEOS NOTIFIED
2015-07-31 21:08:00,Tulsa,Oklahoma,"PRELIM INFO FROM FAA OPS: TULSA, OK/UAS INCIDENT/2108C/RICHARD LLOYD JONES JR ARPT ATCT ADVISED A PEDESTRIAN REPORTED SEEING A SMALL UAS EQUIPPED WITH RED AND GREEN LIGHTS VCNTY DEPARTURE END RUNWAY 1L AND 1R. RICHARD LLOYD JONES JR ARPT DISPATCH WAS NOTIFIED AT. NO IMPACT TO ARPT OPERATIONS. ",2015,201507,2015-07-31,201531,RICHARD LLOYD JONES JR ARPT DISPATCH NOTIFIED
2015-08-01 00:06:00,Johnstown,Pennsylvania,"FOLLOW UP INFO FROM FAA OPS: JOHNSTOWN, PA/UAS INCIDENT/1206E/CLEVELAND ARTCC CORRECTED REPORT: ADVISED CESSNA C182, AT 9,500 FEET 10 NNE JOHNSTOWN E BOUND, REPORTED A YELLOW UAS, APPROX SIZE OF A ""DISHWASHER"" PASSED 50 FEET BELOW W BOUND ON THE RIGHT SIDE. NO EVASIVE ACTION TAKEN. UNKN IF LEOS NOTIFIED. ",2015,201508,2015-08-01,201531,UNKN IF LEOS NOTIFIED
2015-08-01 12:36:59,Arlington,Texas,"PRELIM INFO FROM FAA OPS: ARLINGTON, TX/UAS INCIDENT/1237C/ARLINGTON ATCT ADVISED CESSNA C172, OBSERVED A RED AND BLACK UAS AT 1,000 - 1,600 FEET, 2 SW OF GKY. NO EVASIVE ACTION TAKEN. ARLINGTON PD NOTIFIED ",2015,201508,2015-08-01,201531,ARLINGTON PD NOTIFIED
2015-08-01 14:29:59,Revloc,Pennsylvania,"PRELIM INFO FROM FAA OPS: REVLOC, PA/UAS INCIDENT/1033E/CLEVELAND ARTCC ADVISED CESSNA C182, AT 12,000 FEET 10 N REVLOC E BOUND, REPORTED A YELLOW UAS, TYPE UNKN, PASSED 50 FEET BELOW, ON THE RIGHT SIDE. NO EVASIVE ACTION TAKEN. UNKN IF LEOS NOTIFIED. 

MOR Alert for ZOB
Number: ZOB-M-2015/08/01-0001
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Aug 1, 2015 - 1430Z
A/C: (C182/A)

Summary: C182 was VFR/95 eastbound in level flight. The pilot reported ""what appeared to be a yellow drone zip by our right wing, quite close maybe 50' below, looked like westbound"". No evasive action was taken by the pilot. ",2015,201508,2015-08-01,201531,UNKN IF LEOS NOTIFIED
2015-08-01 16:04:00,Danbury,Connecticut,"PRELIM INFO FROM FAA OPS: DANBURY, CT/UAS INCIDENT/1650E/DANBURY ATCT ADVISED PIPER PA23, REPORTED AN UNKN TYPE UAS 20 FEET FROM THE LEFT SIDE OF THE COCKPIT WHILE AT 1,700 FEET 7 NE DANBURY ARPT.  NO EVASIVE ACTION TAKEN.  RIDGEFIELD PD NOTIFIED. 


MOR Alert for SAT
Number: SAT-M-2015/08/01-0003
Type: 
Date/Time: Aug 1, 2015 - 1604Z
A/C: (PA32)

Summary: PA32 REPORTED A POSSIBLE UAS SOUTH OF A 4 MILE FINAL, APPROXIMATELY 2000 FEET FOR RUNWAY 12R. PILOT STATED UAS WAS WITHIN A ""FEW FEET OF HIS AIRCRAFT.""

MOR Alert for DXR
Number: DXR-M-2015/08/03-0001
Type: Other
Date/Time: Aug 3, 2015 - 2050Z
A/C: (PA23)

Summary: PA23 WAS IN BOUND TO KDXR WHEN THE A/C REPORTED AN UNMANNED DRONE 7.5 EAST NORTH EAST OF THE AIRPORT AT 1700 FEET MSL. THE AIRCRAFT REPORTED THE DRONE WITHIN 20 FEET OFF THE LEFT SIDE HIS AIRCRAFT. 
",2015,201508,2015-08-01,201531,RIDGEFIELD PD NOTIFIED
2015-08-01 17:00:00,Arlington,Texas,"










MOR Alert for GKY
Number: GKY-M-2015/08/01-0001
Type: 
Date/Time: Aug 1, 2015 - 1700Z
A/C: (C172)

Summary: C172 REPORTED A RED AND BLACK COLORED DRONE WHILE ENTERING THE RIGHT DOWNWIND FOR RUNWAY 16 FROM THE SOUTHWEST. THE PILOT WAS DESCENDING FROM 2100 MSL TO PATTERN ALTITUDE 1600 MSL 2 1/2 MILES SOUTHWEST OF GKY. NO EVASIVE ACTION WAS TAKEN BY AIRCRAFT. NOTIFIED THE ROC, DEN AND ARLINGTON PD.
",2015,201508,2015-08-01,201531,LEOS NOTIFIED
2015-08-01 18:20:59,Seattle,Washington,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1821P/SEATTLE TRACON ADVISED ROCKWELL AC90, OBSERVED A WHITE WITH BLACK MARKINGS UAS AT 3,700 FEET, 11 E OF SEATTLE. NO EVASIVE ACTION TAKEN. KENT PD NOTIFIED ",2015,201508,2015-08-01,201531,KENT PD NOTIFIED
2015-08-02 01:44:59,Phoenix,Arizona,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1934P/PHOENIX TRACON REPORTED AMERICAN 605, A320, OBSERVED A BLACK AND YELLOW QUADCOPTER TYPE UAS BELOW THE NOSE OF THE ACFT AT 7,000 FEET TRAVELING NORTH BOUND 6 NNE PHX. NO EVASIVE ACTION TAKEN. PHOENIX PD NOTIFIED 


MOR Alert for P50
Number: P50-M-2015/08/02-0004
Type: Public inquiry or concern (including all pilot reported NMACs)
Date/Time: Aug 2, 2015 - 0145Z
A/C: AAL605 (A320)

Summary: AAL605, A320, REPORTED A UAS/DRONE IN CLOSE PROXIMITY TO THE AIRCRAFT. AAL605 WAS EASTBOUND ON DOWNWIND FOR RWY26 AT PXR015/007 AT 7000 FEET. THE UAS/DRONE PASSED CLOSE UNDER THE NOSE OF THE AIRCRAFT MOVING FROM RIGHT TO LEFT. THE UAS/DRONE WAS BLACK/YELLOW AND APPEARED TO BE A QUAD-COPTER TYPE. PHXPD, DEN NOTIFIED.",2015,201508,2015-08-02,201531,PHOENIX PD NOTIFIED
2015-08-02 18:01:00,New York,New York,"PRELIM INFO FROM FAA OPS: JFK/UAS INCIDENT/1410E/AMERICAN 292, A321, REPORTED SEEING A UAS 300 FEET BELOW WHILE HEADING 2 NNE EAST SANDY HOOK ARPT AT 3,000 FEET. DESCRIPTION OF UAS WAS A QUAD COPTER, ORANGE IN COLOR. NO EVASIVE ACTION TAKEN. NEW JERSEY STATE PD NOTIFIED.




MOR Alert for N90
Number: N90-M-2015/08/02-0005
Type: Other
Date/Time: Aug 2, 2015 - 1810Z
A/C: AAL292 (A321)

Summary: AAL292 A321 JFK ARRIVAL AT 3000 FEET HEADING 030 2 EAST SANDY HOOK N.J. REPORTED DRONE 300 FEET BELOW AIRCRAFT. QUAD COPTER ORANGE. REPORTED NJ STATE POLICE. DEN ADVISED. ",2015,201508,2015-08-02,201531,NEW JERSEY STATE PD NOTIFIED
